species	larva	segment	anterior	posterior	denticle.width
Dmoj	67	A2	36.25	39.19	2.94
Dmoj	67	A3	43.33	46.31	2.98
Dmoj	67	A4	50.17	52.91	2.74
Dmoj	67	A5	56.8	59.81	3.01
Dmoj	67	A6	63.67	66.31	2.64
Dmoj	67	A7	70.06	72.73	2.67
Dmoj	67	A8	76.27	77.55	1.28
Dmoj	68	A1	30.91	32.16	1.25
Dmoj	68	A2	37.23	40.17	2.94
Dmoj	68	A3	44.79	47.31	2.52
Dmoj	68	A4	51.26	53.26	2
Dmoj	68	A5	57.4	60.35	2.95
Dmoj	68	A6	64.35	66.87	2.52
Dmoj	68	A7	71.01	74.52	3.51
Dmoj	68	A8	78.2	79.26	1.06
Dmoj	69	A1	30.8	31.78	0.98
Dmoj	69	A2	36.47	39.4	2.93
Dmoj	69	A3	43.64	46.11	2.47
Dmoj	69	A4	50.22	52.9	2.68
Dmoj	69	A5	56.93	59.72	2.79
Dmoj	69	A6	63.72	66.64	2.92
Dmoj	69	A7	70.75	73.66	2.91
Dmoj	69	A8	77.77	79.05	1.28
Dmoj	70	A1	30.98	31.96	0.98
Dmoj	70	A2	36.98	39.82	2.84
Dmoj	70	A3	44.12	47.16	3.04
Dmoj	70	A4	51.12	54.49	3.37
Dmoj	70	A5	58.51	61.82	3.31
Dmoj	70	A6	65.58	68.89	3.31
Dmoj	70	A7	73.11	76.05	2.94
Dmoj	70	A8	79.93	81.63	1.7
Dmoj	71	A1	30.54	31.76	1.22
Dmoj	71	A2	36.52	39.64	3.12
Dmoj	71	A3	43.77	46.78	3.01
Dmoj	71	A4	50.75	53.9	3.15
Dmoj	71	A5	57.79	61.04	3.25
Dmoj	71	A6	64.98	67.97	2.99
Dmoj	71	A7	71.83	74.94	3.11
Dmoj	71	A8	78.39	80.31	1.92
Dmoj	72	A1	30.14	31.61	1.47
Dmoj	72	A2	35.9	40.52	4.62
Dmoj	72	A3	43.41	46.59	3.18
Dmoj	72	A4	50.54	53.56	3.02
Dmoj	72	A5	57.39	61.99	4.6
Dmoj	72	A6	64.47	68.85	4.38
Dmoj	72	A7	72.03	75.21	3.18
Dmoj	72	A8	78.92	81.06	2.14
Dmoj	73	A1	30.77	32.08	1.31
Dmoj	73	A2	36.25	39.81	3.56
Dmoj	73	A3	43.98	47.07	3.09
Dmoj	73	A4	50.87	54.09	3.22
Dmoj	73	A5	57.85	60.76	2.91
Dmoj	73	A6	64.69	67.94	3.25
Dmoj	73	A7	71.68	74.82	3.14
Dmoj	73	A8	78.47	80.35	1.88
Dmoj	74	A1	30.58	32.06	1.48
Dmoj	74	A2	36.84	41.11	4.27
Dmoj	74	A3	44.26	46.9	2.64
Dmoj	74	A4	50.74	53.62	2.88
Dmoj	74	A5	57.72	61.88	4.16
Dmoj	74	A6	64.27	67.3	3.03
Dmoj	74	A7	71.72	75.05	3.33
Dmoj	74	A8	78.74	79.82	1.08
Dmoj	75	A1	29.48	30.53	1.05
Dmoj	75	A2	34.94	37.93	2.99
Dmoj	75	A3	42.06	44.91	2.85
Dmoj	75	A4	48.68	51.75	3.07
Dmoj	75	A5	55.75	58.44	2.69
Dmoj	75	A6	62.69	65.59	2.9
Dmoj	75	A7	70.13	73.18	3.05
Dmoj	75	A8	77.39	79.52	2.13
Dmoj	76	A1	30.94	32.12	1.18
Dmoj	76	A2	36.91	40.04	3.13
Dmoj	76	A3	44.48	46.99	2.51
Dmoj	76	A4	51.41	54.2	2.79
Dmoj	76	A5	58.19	61.1	2.91
Dmoj	76	A6	65.41	68.06	2.65
Dmoj	76	A7	72.41	75.58	3.17
Dmoj	76	A8	79.52	81.9	2.38
Dmoj	77	A1	31.11	32.44	1.33
Dmoj	77	A2	36.9	40.52	3.62
Dmoj	77	A3	43.99	46.83	2.84
Dmoj	77	A4	50.64	53.8	3.16
Dmoj	77	A5	57.54	60.58	3.04
Dmoj	77	A6	64.52	67.52	3
Dmoj	77	A7	71.26	74.42	3.16
Dmoj	77	A8	77.97	79.34	1.37
Dmoj	78	A1	30.13	31.47	1.34
Dmoj	78	A2	36.11	39.21	3.1
Dmoj	78	A3	43.26	46.32	3.06
Dmoj	78	A4	50.2	53.36	3.16
Dmoj	78	A5	57.26	60.38	3.12
Dmoj	78	A6	64.16	67.36	3.2
Dmoj	78	A7	71.19	74.73	3.54
Dmoj	78	A8	78.5	80.45	1.95
Dmoj	79	A1	29.35	30.81	1.46
Dmoj	79	A2	35.37	38.58	3.21
Dmoj	79	A3	42.61	45.81	3.2
Dmoj	79	A4	49.65	52.91	3.26
Dmoj	79	A5	56.75	59.96	3.21
Dmoj	79	A6	63.8	67.15	3.35
Dmoj	79	A7	71.05	74.31	3.26
Dmoj	79	A8	78.19	79.77	1.58
Dmoj	80	A1	32.04	33.2	1.16
Dmoj	80	A2	37.91	40.82	2.91
Dmoj	80	A3	44.98	47.92	2.94
Dmoj	80	A4	51.65	54.53	2.88
Dmoj	80	A5	58.39	61.31	2.92
Dmoj	80	A6	65.09	67.95	2.86
Dmoj	80	A7	71.61	75.13	3.52
Dmoj	80	A8	78.57	80.46	1.89
Dmoj	81	A1	30.63	31.84	1.21
Dmoj	81	A2	36.49	40.19	3.7
Dmoj	81	A3	44.33	47.64	3.31
Dmoj	81	A4	51.78	54.86	3.08
Dmoj	81	A5	58.8	62	3.2
Dmoj	81	A6	65.41	68.61	3.2
Dmoj	81	A7	72.24	75.95	3.71
Dmoj	81	A8	78.88	80.95	2.07
Dmoj	82	A1	30.36	31.48	1.12
Dmoj	82	A2	36.15	39.42	3.27
Dmoj	82	A3	43.67	47.04	3.37
Dmoj	82	A4	51.09	54.24	3.15
Dmoj	82	A5	58.18	61.28	3.1
Dmoj	82	A6	65.18	68.5	3.32
Dmoj	82	A7	72.37	75.51	3.14
Dmoj	82	A8	79.01	81.22	2.21
Dmoj	83	A1	31.09	32.1	1.01
Dmoj	83	A2	36.65	39.91	3.26
Dmoj	83	A3	43.7	46.97	3.27
Dmoj	83	A4	50.69	53.89	3.2
Dmoj	83	A5	57.62	61.02	3.4
Dmoj	83	A6	64.84	68.66	3.82
Dmoj	83	A7	72.46	75.81	3.35
Dmoj	83	A8	78.77	80.27	1.5
Dmoj	84	A1	31.12	32.33	1.21
Dmoj	84	A2	36.95	40.26	3.31
Dmoj	84	A3	44.49	47.73	3.24
Dmoj	84	A4	51.59	54.71	3.12
Dmoj	84	A5	58.5	61.66	3.16
Dmoj	84	A6	65.52	68.83	3.31
Dmoj	84	A7	72.89	76.26	3.37
Dmoj	84	A8	80.19	81.69	1.5
Dmoj	85	A1	30.89	32	1.11
Dmoj	85	A2	36.62	39.86	3.24
Dmoj	85	A3	44.1	47.25	3.15
Dmoj	85	A4	51.04	54.29	3.25
Dmoj	85	A5	57.9	61.31	3.41
Dmoj	85	A6	65.05	68.35	3.3
Dmoj	85	A7	72.06	75.56	3.5
Dmoj	85	A8	79.13	80.24	1.11
Dmoj	86	A1	30.23	31.94	1.71
Dmoj	86	A2	36.48	39.92	3.44
Dmoj	86	A3	44.22	47.41	3.19
Dmoj	86	A4	51.34	54.81	3.47
Dmoj	86	A5	58.36	61.82	3.46
Dmoj	86	A6	65.21	68.78	3.57
Dmoj	86	A7	72.39	75.89	3.5
Dmoj	86	A8	79.21	80.62	1.41
Dmoj	87	A1	31.47	32.9	1.43
Dmoj	87	A2	37.03	40.42	3.39
Dmoj	87	A3	44.45	47.81	3.36
Dmoj	87	A4	51.45	54.67	3.22
Dmoj	87	A5	58.32	61.48	3.16
Dmoj	87	A6	64.92	68.41	3.49
Dmoj	87	A7	71.92	75.42	3.5
Dmoj	87	A8	78.68	79.94	1.26
Dmoj	88	A1	30.71	31.85	1.14
Dmoj	88	A2	36.61	39.46	2.85
Dmoj	88	A3	43.76	46.59	2.83
Dmoj	88	A4	50.67	53.5	2.83
Dmoj	88	A5	57.54	60.54	3
Dmoj	88	A6	64.4	67.62	3.22
Dmoj	88	A7	71.74	74.82	3.08
Dmoj	88	A8	78.68	80.73	2.05
Dmoj	89	A1	30.26	31.38	1.12
Dmoj	89	A2	36.06	39.19	3.13
Dmoj	89	A3	43.39	46.38	2.99
Dmoj	89	A4	50.22	53.19	2.97
Dmoj	89	A5	57.03	60.21	3.18
Dmoj	89	A6	63.97	67.25	3.28
Dmoj	89	A7	71.19	74.31	3.12
Dmoj	89	A8	78.03	79.65	1.62
Dmoj	90	A1	30.87	32.07	1.2
Dmoj	90	A2	37.06	40.2	3.14
Dmoj	90	A3	44.4	47.32	2.92
Dmoj	90	A4	51.27	54.29	3.02
Dmoj	90	A5	58.03	60.79	2.76
Dmoj	90	A6	64.56	67.68	3.12
Dmoj	90	A7	71.93	74.53	2.6
Dmoj	90	A8	78.41	79.5	1.09
Dmoj	91	A1	30.12	31.6	1.48
Dmoj	91	A2	35.69	39.25	3.56
Dmoj	91	A3	42.91	46.15	3.24
Dmoj	91	A4	49.79	53	3.21
Dmoj	91	A5	56.49	59.47	2.98
Dmoj	91	A6	63.12	66.22	3.1
Dmoj	91	A7	69.93	73.1	3.17
Dmoj	91	A8	76.81	77.79	0.98
Dmoj	92	A1	33.03	34.65	1.62
Dmoj	92	A2	39.34	43.37	4.03
Dmoj	92	A3	46.85	50.63	3.78
Dmoj	92	A4	54.36	57.59	3.23
Dmoj	92	A5	61.2	64.17	2.97
Dmoj	92	A6	68	71.01	3.01
Dmoj	92	A7	74.79	77.42	2.63
Dmoj	92	A8	80.94	82.33	1.39
Dmoj	93	A1	31.55	32.82	1.27
Dmoj	93	A2	37.59	41.05	3.46
Dmoj	93	A3	45.34	49.1	3.76
Dmoj	93	A4	52.51	56.17	3.66
Dmoj	93	A5	59.7	62.71	3.01
Dmoj	93	A6	66.11	69.54	3.43
Dmoj	93	A7	72.92	76.2	3.28
Dmoj	93	A8	78.7	82.11	3.41
Dmoj	94	A1	30.88	31.96	1.08
Dmoj	94	A2	36.7	39.77	3.07
Dmoj	94	A3	44.29	47.43	3.14
Dmoj	94	A4	51.36	54.39	3.03
Dmoj	94	A5	58.24	61.39	3.15
Dmoj	94	A6	65.46	68.46	3
Dmoj	94	A7	72.44	75	2.56
Dmoj	94	A8	78.84	79.65	0.81
Dmoj	95	A1	31.58	32.88	1.3
Dmoj	95	A2	37.56	41.26	3.7
Dmoj	95	A3	44.55	47.44	2.89
Dmoj	95	A4	51.56	54.49	2.93
Dmoj	95	A5	58.33	61.21	2.88
Dmoj	95	A6	64.84	67.4	2.56
Dmoj	95	A7	71.23	74.14	2.91
Dmoj	95	A8	77.77	79.32	1.55
Dmoj	96	A1	32.08	33.16	1.08
Dmoj	96	A2	38.06	41.29	3.23
Dmoj	96	A3	45.46	48.46	3
Dmoj	96	A4	52.58	55.55	2.97
Dmoj	96	A5	59.72	62.62	2.9
Dmoj	96	A6	66.44	69.56	3.12
Dmoj	96	A7	73.32	75.9	2.58
Dmoj	96	A8	80	81.19	1.19
Dmoj	97	A1	29.94	31.41	1.47
Dmoj	97	A2	36.05	39.05	3
Dmoj	97	A3	43.45	46.7	3.25
Dmoj	97	A4	50.54	53.15	2.61
Dmoj	97	A5	57	60.04	3.04
Dmoj	97	A6	64.14	67.21	3.07
Dmoj	97	A7	71.24	74.18	2.94
Dmoj	97	A8	78.2	80.57	2.37
Dmoj	98	A1	30.07	31.26	1.19
Dmoj	98	A2	36.04	39.23	3.19
Dmoj	98	A3	43.68	46.62	2.94
Dmoj	98	A4	50.69	53.44	2.75
Dmoj	98	A5	57.77	60.01	2.24
Dmoj	98	A6	64.48	66.9	2.42
Dmoj	98	A7	71.03	74.32	3.29
Dmoj	98	A8	78.27	80.17	1.9
Dmoj	99	A1	31.01	32.33	1.32
Dmoj	99	A2	36.94	40.16	3.22
Dmoj	99	A3	44.54	47.57	3.03
Dmoj	99	A4	51.74	54.44	2.7
Dmoj	99	A5	58.59	61.85	3.26
Dmoj	99	A6	65.89	68.35	2.46
Dmoj	99	A7	72.85	75.66	2.81
Dmoj	99	A8	79.97	82.16	2.19
Dmoj	100	A1	29.88	31.09	1.21
Dmoj	100	A2	35.44	38.54	3.1
Dmoj	100	A3	42.94	45.82	2.88
Dmoj	100	A4	50.11	52.9	2.79
Dmoj	100	A5	56.92	59.96	3.04
Dmoj	100	A6	64.14	67.4	3.26
Dmoj	100	A7	71.38	74.62	3.24
Dmoj	100	A8	78.47	80.93	2.46
Dmoj	101	A1	30.87	32.09	1.22
Dmoj	101	A2	36.73	39.9	3.17
Dmoj	101	A3	44.17	47.15	2.98
Dmoj	101	A4	51.05	53.9	2.85
Dmoj	101	A5	57.4	60.87	3.47
Dmoj	101	A6	64.86	67.96	3.1
Dmoj	101	A7	71.85	74.56	2.71
Dmoj	101	A8	78.63	80.17	1.54
Dmoj	102	A1	31.18	32.29	1.11
Dmoj	102	A2	37.14	40.3	3.16
Dmoj	102	A3	44.6	47.7	3.1
Dmoj	102	A4	51.45	54.46	3.01
Dmoj	102	A5	58.62	61.55	2.93
Dmoj	102	A6	65.49	68.68	3.19
Dmoj	102	A7	72.62	75.48	2.86
Dmoj	102	A8	79.38	80.66	1.28
Dmoj	103	A1	32.12	33.09	0.97
Dmoj	103	A2	37.91	41.73	3.82
Dmoj	103	A3	45.2	48.2	3
Dmoj	103	A4	51.93	54.92	2.99
Dmoj	103	A5	58.59	61.66	3.07
Dmoj	103	A6	65.65	68.95	3.3
Dmoj	103	A7	72.56	75.27	2.71
Dmoj	103	A8	78.52	79.97	1.45
Dmoj	104	A1	31.98	33.09	1.11
Dmoj	104	A2	38.3	41.36	3.06
Dmoj	104	A3	45.78	48.79	3.01
Dmoj	104	A4	52.78	55.63	2.85
Dmoj	104	A5	59.66	62.82	3.16
Dmoj	104	A6	66.69	69.8	3.11
Dmoj	104	A7	73.26	76.27	3.01
Dmoj	104	A8	79.85	81.65	1.8
Dmoj	105	A1	31.95	33.19	1.24
Dmoj	105	A2	38.05	41.56	3.51
Dmoj	105	A3	45.47	48.49	3.02
Dmoj	105	A4	52.52	55.45	2.93
Dmoj	105	A5	59.26	62.45	3.19
Dmoj	105	A6	66.36	69.38	3.02
Dmoj	105	A7	73.18	75.85	2.67
Dmoj	105	A8	79.54	80.9	1.36
Dmoj	106	A1	31.17	32.22	1.05
Dmoj	106	A2	37.11	40.16	3.05
Dmoj	106	A3	44.25	47.08	2.83
Dmoj	106	A4	51.11	54.2	3.09
Dmoj	106	A5	57.92	60.86	2.94
Dmoj	106	A6	64.86	67.89	3.03
Dmoj	106	A7	71.77	74.7	2.93
Dmoj	106	A8	77.97	79.33	1.36
Dmoj	107	A1	30.87	31.7	0.83
Dmoj	107	A2	36.66	40.13	3.47
Dmoj	107	A3	44.09	46.8	2.71
Dmoj	107	A4	51.03	53.42	2.39
Dmoj	107	A5	57.8	60.22	2.42
Dmoj	107	A6	64.12	67.51	3.39
Dmoj	107	A7	71.95	75.06	3.11
Dmoj	107	A8	78.29	79.61	1.32
Dmoj	108	A1	29.58	30.8	1.22
Dmoj	108	A2	35.58	38.75	3.17
Dmoj	108	A3	43.05	46.01	2.96
Dmoj	108	A4	49.64	52.29	2.65
Dmoj	108	A5	56.51	59.28	2.77
Dmoj	108	A6	63.12	66.45	3.33
Dmoj	108	A7	70.54	73.62	3.08
Dmoj	108	A8	76.95	79.62	2.67
Dmoj	109	A1	31.66	32.85	1.19
Dmoj	109	A2	37.7	40.83	3.13
Dmoj	109	A3	45.39	48.44	3.05
Dmoj	109	A4	52.75	55.44	2.69
Dmoj	109	A5	59.54	62.58	3.04
Dmoj	109	A6	66.6	70.01	3.41
Dmoj	109	A7	73.95	77.62	3.67
Dmoj	109	A8	80.96	82.91	1.95
Dmoj	110	A1	31.31	32.34	1.03
Dmoj	110	A2	37.06	40.1	3.04
Dmoj	110	A3	44.24	47.18	2.94
Dmoj	110	A4	50.95	54	3.05
Dmoj	110	A5	57.52	60.63	3.11
Dmoj	110	A6	64.37	67.64	3.27
Dmoj	110	A7	71.61	74.78	3.17
Dmoj	110	A8	78.38	80.33	1.95
Dper	1	A1	31.17	32.33	1.16
Dper	1	A2	38.57	41.21	2.64
Dper	1	A3	46.61	49.56	2.95
Dper	1	A4	54.51	57.82	3.31
Dper	1	A5	62.33	65.68	3.35
Dper	1	A6	70.02	73.52	3.5
Dper	1	A7	78.16	81.78	3.62
Dper	1	A8	86.69	89.45	2.76
Dper	2	A1	32.83	34.17	1.34
Dper	2	A2	40.09	43.36	3.27
Dper	2	A3	48.63	51.77	3.14
Dper	2	A4	56.56	59.22	2.66
Dper	2	A5	63.81	66.81	3
Dper	2	A6	71.16	74.41	3.25
Dper	2	A7	79.32	82.94	3.62
Dper	2	A8	87.54	90.71	3.17
Dper	3	A1	32.77	34.04	1.27
Dper	3	A2	39.97	42.82	2.85
Dper	3	A3	48.12	51.19	3.07
Dper	3	A4	56.06	59.5	3.44
Dper	3	A5	64.38	67.58	3.2
Dper	3	A6	72.3	75.54	3.24
Dper	3	A7	80.25	83	2.75
Dper	3	A8	87.6	90.05	2.45
Dper	4	A1	32.01	33.36	1.35
Dper	4	A2	39.19	42.4	3.21
Dper	4	A3	47.47	50.64	3.17
Dper	4	A4	55.51	58.56	3.05
Dper	4	A5	63.18	66.32	3.14
Dper	4	A6	70.86	74.38	3.52
Dper	4	A7	78.8	82.51	3.71
Dper	4	A8	87.18	90.38	3.2
Dper	5	A1	31.09	32.27	1.18
Dper	5	A2	37.82	41.08	3.26
Dper	5	A3	46.36	49.13	2.77
Dper	5	A4	53.84	56.72	2.88
Dper	5	A5	61.41	64.67	3.26
Dper	5	A6	69.48	73.06	3.58
Dper	5	A7	78.25	81.56	3.31
Dper	5	A8	86.58	88.94	2.36
Dper	6	A1	31.89	33.05	1.16
Dper	6	A2	38.8	42.09	3.29
Dper	6	A3	47.26	50.21	2.95
Dper	6	A4	54.87	57.75	2.88
Dper	6	A5	62.42	65.48	3.06
Dper	6	A6	69.86	73.23	3.37
Dper	6	A7	78.04	81.59	3.55
Dper	6	A8	86.6	89.19	2.59
Dper	7	A1	32.65	33.9	1.25
Dper	7	A2	39.72	42.96	3.24
Dper	7	A3	48.35	51.62	3.27
Dper	7	A4	56.53	59.39	2.86
Dper	7	A5	64.23	67.7	3.47
Dper	7	A6	72.5	75.81	3.31
Dper	7	A7	80.48	83.86	3.38
Dper	7	A8	88.55	92.37	3.82
Dper	8	A1	32.13	33.42	1.29
Dper	8	A2	39.54	42.07	2.53
Dper	8	A3	47.14	50.33	3.19
Dper	8	A4	55.05	57.9	2.85
Dper	8	A5	62.65	65.85	3.2
Dper	8	A6	70.57	73.88	3.31
Dper	8	A7	78.48	81.86	3.38
Dper	8	A8	86.28	88.79	2.51
Dper	9	A1	32.2	33.41	1.21
Dper	9	A2	39.03	42.19	3.16
Dper	9	A3	47.35	50.22	2.87
Dper	9	A4	55.02	57.67	2.65
Dper	9	A5	62.42	65.29	2.87
Dper	9	A6	69.78	73.1	3.32
Dper	9	A7	77.94	81.24	3.3
Dper	9	A8	86.04	88.55	2.51
Dper	10	A1	32.82	34.35	1.53
Dper	10	A2	39.92	42.72	2.8
Dper	10	A3	47.75	50.39	2.64
Dper	10	A4	55.36	58.52	3.16
Dper	10	A5	63.22	66.43	3.21
Dper	10	A6	71.17	74.74	3.57
Dper	10	A7	79.26	82.91	3.65
Dper	10	A8	87.34	89.79	2.45
Dper	11	A1	31.17	32.38	1.21
Dper	11	A2	38.29	41.42	3.13
Dper	11	A3	46.61	49.93	3.32
Dper	11	A4	54.68	58.24	3.56
Dper	11	A5	63.1	66.35	3.25
Dper	11	A6	70.81	74.14	3.33
Dper	11	A7	79.02	82.06	3.04
Dper	11	A8	86.58	89.49	2.91
Dper	12	A1	32.86	34.34	1.48
Dper	12	A2	39.91	43.07	3.16
Dper	12	A3	48.08	51.15	3.07
Dper	12	A4	55.84	59.05	3.21
Dper	12	A5	63.45	66.67	3.22
Dper	12	A6	71.22	74.52	3.3
Dper	12	A7	78.97	82.24	3.27
Dper	12	A8	86.73	88.68	1.95
Dper	13	A1	32.43	33.71	1.28
Dper	13	A2	39.9	42.66	2.76
Dper	13	A3	47.94	50.85	2.91
Dper	13	A4	55.54	58.71	3.17
Dper	13	A5	63.35	66.52	3.17
Dper	13	A6	70.83	74.02	3.19
Dper	13	A7	78.59	82.05	3.46
Dper	13	A8	86.6	89.24	2.64
Dper	14	A1	31.75	32.94	1.19
Dper	14	A2	38.68	41.73	3.05
Dper	14	A3	46.82	49.88	3.06
Dper	14	A4	54.48	57.55	3.07
Dper	14	A5	62.53	65.44	2.91
Dper	14	A6	70.31	73.31	3
Dper	14	A7	78.22	81.6	3.38
Dper	14	A8	86.65	88.12	1.47
Dper	15	A1	31.89	32.84	0.95
Dper	15	A2	39.11	41.9	2.79
Dper	15	A3	47.31	50.07	2.76
Dper	15	A4	55.23	57.81	2.58
Dper	15	A5	62.79	65.77	2.98
Dper	15	A6	70.69	73.75	3.06
Dper	15	A7	78.14	80.35	2.21
Dper	15	A8	85.4	88.27	2.87
Dper	16	A1	32.59	33.88	1.29
Dper	16	A2	39.72	43.06	3.34
Dper	16	A3	47.83	51.02	3.19
Dper	16	A4	55.58	58.82	3.24
Dper	16	A5	63.67	66.98	3.31
Dper	16	A6	71.42	74.58	3.16
Dper	16	A7	78.99	82.43	3.44
Dper	16	A8	87.05	89.91	2.86
Dper	17	A1	32.39	33.77	1.38
Dper	17	A2	39.63	42.83	3.2
Dper	17	A3	47.82	50.88	3.06
Dper	17	A4	55.54	58.9	3.36
Dper	17	A5	63.64	66.7	3.06
Dper	17	A6	71.04	74.45	3.41
Dper	17	A7	78.76	82.37	3.61
Dper	17	A8	86.63	89.31	2.68
Dper	18	A1	32.95	33.93	0.98
Dper	18	A2	39.86	42.98	3.12
Dper	18	A3	48.03	50.99	2.96
Dper	18	A4	55.51	58.73	3.22
Dper	18	A5	63.45	66.66	3.21
Dper	18	A6	71.15	74.21	3.06
Dper	18	A7	78.51	81.48	2.97
Dper	18	A8	85.9	87.44	1.54
Dper	19	A1	31.63	32.82	1.19
Dper	19	A2	38.97	41.58	2.61
Dper	19	A3	46.91	50.14	3.23
Dper	19	A4	54.88	57.99	3.11
Dper	19	A5	62.97	66.05	3.08
Dper	19	A6	70.74	74.01	3.27
Dper	19	A7	78.55	81.49	2.94
Dper	19	A8	86.35	87.88	1.53
Dper	20	A1	32.41	33.87	1.46
Dper	20	A2	39.93	43.46	3.53
Dper	20	A3	48.74	51.99	3.25
Dper	20	A4	56.6	59.94	3.34
Dper	20	A5	64.4	67.54	3.14
Dper	20	A6	72	75.16	3.16
Dper	20	A7	79.71	82.84	3.13
Dper	20	A8	87.53	89.88	2.35
Dper	21	A1	32.22	33.67	1.45
Dper	21	A2	39.34	42.5	3.16
Dper	21	A3	47.38	50.6	3.22
Dper	21	A4	55.49	58.71	3.22
Dper	21	A5	63.45	66.65	3.2
Dper	21	A6	71.24	74.34	3.1
Dper	21	A7	79.05	82.3	3.25
Dper	21	A8	86.96	89.6	2.64
Dper	22	A1	32.57	34.01	1.44
Dper	22	A2	39.84	42.99	3.15
Dper	22	A3	48.28	51.42	3.14
Dper	22	A4	56.37	59.44	3.07
Dper	22	A5	64.05	67.19	3.14
Dper	22	A6	71.68	74.95	3.27
Dper	22	A7	79.51	82.69	3.18
Dper	22	A8	87.38	89.43	2.05
Dper	23	A1	31.26	32.87	1.61
Dper	23	A2	38.3	41.7	3.4
Dper	23	A3	47.17	50.5	3.33
Dper	23	A4	55.45	58.74	3.29
Dper	23	A5	63.59	66.93	3.34
Dper	23	A6	71.26	74.86	3.6
Dper	23	A7	78.93	81.83	2.9
Dper	23	A8	86.62	89.52	2.9
Dper	24	A1	31.32	32.75	1.43
Dper	24	A2	39	41.63	2.63
Dper	24	A3	46.87	50.49	3.62
Dper	24	A4	55.22	58.56	3.34
Dper	24	A5	63.38	66.94	3.56
Dper	24	A6	71.44	74.89	3.45
Dper	24	A7	79.42	82.81	3.39
Dper	24	A8	87.27	90.39	3.12
Dper	25	A1	32.39	33.75	1.36
Dper	25	A2	39.88	42.62	2.74
Dper	25	A3	47.78	51.18	3.4
Dper	25	A4	55.94	58.6	2.66
Dper	25	A5	63.33	66.28	2.95
Dper	25	A6	71.5	74.99	3.49
Dper	25	A7	79.77	83.17	3.4
Dper	25	A8	87.59	89.84	2.25
Dper	26	A1	32.48	33.44	0.96
Dper	26	A2	39.66	41.95	2.29
Dper	26	A3	47.31	50.31	3
Dper	26	A4	55.15	58.4	3.25
Dper	26	A5	63.21	66.35	3.14
Dper	26	A6	70.69	74.08	3.39
Dper	26	A7	78.97	82.39	3.42
Dper	26	A8	86.56	89.18	2.62
Dper	27	A1	31.52	32.85	1.33
Dper	27	A2	38.6	41.82	3.22
Dper	27	A3	47.07	50.32	3.25
Dper	27	A4	54.68	57.93	3.25
Dper	27	A5	62.49	65.95	3.46
Dper	27	A6	70.69	74.28	3.59
Dper	27	A7	78.9	82.49	3.59
Dper	27	A8	86.88	89.86	2.98
Dper	28	A1	31.97	33.2	1.23
Dper	28	A2	39.03	41.68	2.65
Dper	28	A3	46.79	50.03	3.24
Dper	28	A4	54.66	58.18	3.52
Dper	28	A5	63	66.17	3.17
Dper	28	A6	71.04	74.32	3.28
Dper	28	A7	79.19	82.41	3.22
Dper	28	A8	87.1	89.98	2.88
Dper	29	A1	32.98	34.6	1.62
Dper	29	A2	40.18	43.77	3.59
Dper	29	A3	48.62	51.98	3.36
Dper	29	A4	56.28	58.97	2.69
Dper	29	A5	63.43	66.71	3.28
Dper	29	A6	70.87	73.98	3.11
Dper	29	A7	78.23	81.25	3.02
Dper	29	A8	85.8	88.64	2.84
Dper	30	A1	32.39	33.62	1.23
Dper	30	A2	38.91	42.37	3.46
Dper	30	A3	47.35	50.59	3.24
Dper	30	A4	54.92	58.36	3.44
Dper	30	A5	63.12	66.36	3.24
Dper	30	A6	71.01	74.43	3.42
Dper	30	A7	78.68	82.19	3.51
Dper	30	A8	86.56	89.45	2.89
Dper	31	A1	32.08	33.41	1.33
Dper	31	A2	39.09	41.72	2.63
Dper	31	A3	46.97	50.11	3.14
Dper	31	A4	54.87	58.27	3.4
Dper	31	A5	63.08	66.68	3.6
Dper	31	A6	71.43	74.97	3.54
Dper	31	A7	79.95	83.72	3.77
Dper	31	A8	88.43	91.16	2.73
Dper	32	A1	32.65	34.05	1.4
Dper	32	A2	39.81	43.02	3.21
Dper	32	A3	48.03	51.24	3.21
Dper	32	A4	55.94	59.38	3.44
Dper	32	A5	64.21	67.45	3.24
Dper	32	A6	71.52	74.79	3.27
Dper	32	A7	79.54	82.79	3.25
Dper	32	A8	87.21	90.2	2.99
Dper	33	A1	30.91	32.53	1.62
Dper	33	A2	38.62	42.45	3.83
Dper	33	A3	47.93	51.5	3.57
Dper	33	A4	55.98	59.39	3.41
Dper	33	A5	63.91	67.32	3.41
Dper	33	A6	72.33	75.85	3.52
Dper	33	A7	80.61	83.98	3.37
Dper	33	A8	88.83	91.78	2.95
Dper	34	A1	32.84	34.45	1.61
Dper	34	A2	40.2	43.34	3.14
Dper	34	A3	48.63	51.71	3.08
Dper	34	A4	56.49	59.82	3.33
Dper	34	A5	64.68	67.84	3.16
Dper	34	A6	72.34	75.59	3.25
Dper	34	A7	80.09	83.68	3.59
Dper	34	A8	87.46	91	3.54
Dper	35	A1	30.48	31.81	1.33
Dper	35	A2	37.69	40.39	2.7
Dper	35	A3	45.43	48.96	3.53
Dper	35	A4	53.66	57.42	3.76
Dper	35	A5	62.28	66.04	3.76
Dper	35	A6	70.77	74.57	3.8
Dper	35	A7	79.21	83.1	3.89
Dper	35	A8	87.51	90.2	2.69
Dper	36	A1	31.67	33.04	1.37
Dper	36	A2	38.69	42.02	3.33
Dper	36	A3	47.26	50.64	3.38
